type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
Treated,59,53,3-Moderately,Micro (1-4),Insurance,Open,12,4.3,2,Toronto
Treated,40,47,5-Extremely,Small (5-99),Payroll,Open,460,3,3,Toronto
Treated,35,53,2-Slightly,Small (5-99),Rent,Open,26,3.8,2,Toronto
Treated,55,52,3-Moderately,Small (5-99),Payroll,Open,252,3.6,1,Toronto
Treated,51,51,4-Very,Micro (1-4),Rent,Open,312,3.5,1,Toronto
Treated,53,54,2-Slightly,Micro (1-4),Business taxes,Open,172,2.9,2,Toronto
Treated,63,51,2-Slightly,Small (5-99),Rent,Open,9,3.3,2,Toronto
Treated,53,50,3-Moderately,Small (5-99),Business taxes,Open,495,4.2,1,London
Treated,54,54,3-Moderately,Small (5-99),Paying vendors,Open,147,3.6,3,Toronto
Treated,53,52,3-Moderately,Small (5-99),Insurance,Open,158,3.3,1,Toronto
Treated,44,49,3-Moderately,Small (5-99),Rent,Open,466,3.5,2,Ottawa
Treated,47,52,3-Moderately,Small (5-99),Insurance,New,79,3.3,1,London
Treated,40,46,2-Slightly,Micro (1-4),Payroll,Open,14,2.4,2,Ottawa
Treated,54,50,5-Extremely,Small (5-99),Rent,Open,274,3.4,3,Ottawa
Treated,50,42,4-Very,Small (5-99),Business taxes,Open,229,3.2,2,Toronto
Treated,54,58,4-Very,Micro (1-4),Insurance,Open,225,3.5,2,Ottawa
Treated,47,43,4-Very,Small (5-99),Insurance,Open,434,4.1,2,Toronto
Treated,47,50,3-Moderately,Small (5-99),Paying vendors,Open,500,2.7,2,London
Treated,50,49,2-Slightly,Medium (100-499),Rent,Open,332,3.3,2,London
Treated,51,38,3-Moderately,Small (5-99),Rent,Open,209,3.8,0,Ottawa
Treated,41,53,5-Extremely,Micro (1-4),Insurance,Open,17,2.7,2,Ottawa
Treated,50,43,4-Very,Small (5-99),Rent,Open,388,3.1,1,Toronto
Treated,47,49,5-Extremely,Micro (1-4),Paying vendors,Open,404,3.9,1,Toronto
Treated,43,49,4-Very,Small (5-99),Business taxes,Open,316,3,2,Ottawa
Treated,47,45,5-Extremely,Micro (1-4),Rent,Open,368,4.5,1,Toronto
Treated,62,50,2-Slightly,Small (5-99),Insurance,Open,249,3.1,1,Toronto
Treated,47,51,4-Very,Small (5-99),Payroll,Open,277,3.4,2,Toronto
Treated,54,48,4-Very,Small (5-99),Paying vendors,Open,475,3.5,2,London
Treated,43,46,2-Slightly,Micro (1-4),Business taxes,Open,372,3.5,2,Toronto
Treated,52,50,3-Moderately,Micro (1-4),Business taxes,Open,304,4.2,2,Toronto
Treated,53,46,1-Not at all,Small (5-99),Payroll,Open,254,3.1,2,London
Treated,41,53,4-Very,Micro (1-4),Business taxes,Open,407,3.1,2,Toronto
Treated,40,46,4-Very,Small (5-99),Payroll,Open,389,3.1,3,Ottawa
Treated,51,55,5-Extremely,Small (5-99),Business taxes,Open,417,2,2,Toronto
Treated,49,51,2-Slightly,Micro (1-4),Rent,Open,447,3.7,2,London
Treated,51,55,2-Slightly,Small (5-99),Business taxes,New,99,4.3,2,Hamilton
Treated,46,46,5-Extremely,Small (5-99),Rent,Open,219,3.4,1,Toronto
Treated,50,48,5-Extremely,Micro (1-4),Paying vendors,Open,11,3.6,2,Hamilton
Treated,41,53,5-Extremely,Micro (1-4),Payroll,Open,160,3.1,3,London
Treated,42,52,4-Very,Micro (1-4),Business taxes,Closed,183,3.9,2,Hamilton
Treated,46,49,2-Slightly,Small (5-99),Business taxes,Open,339,3.4,2,Hamilton
Treated,45,48,3-Moderately,Micro (1-4),Rent,Open,465,3.6,2,Toronto
Treated,52,48,5-Extremely,Small (5-99),Rent,Open,83,3.4,3,Hamilton
Treated,40,49,3-Moderately,Small (5-99),Insurance,Open,380,4,2,Toronto
Treated,53,47,4-Very,Small (5-99),Payroll,Open,163,4.1,1,Ottawa
Treated,48,47,1-Not at all,Small (5-99),Paying vendors,Open,68,3.5,2,Hamilton
Treated,53,54,4-Very,Micro (1-4),Rent,Open,255,3.5,1,Hamilton
Treated,43,50,5-Extremely,Small (5-99),Paying vendors,Open,205,3.2,2,Toronto
Treated,53,42,5-Extremely,Micro (1-4),Rent,Open,133,3.4,2,Toronto
Treated,58,52,5-Extremely,Small (5-99),Insurance,Open,317,4.1,3,Ottawa
Treated,47,48,4-Very,Micro (1-4),Business taxes,New,322,4.5,2,Toronto
Treated,59,60,3-Moderately,Small (5-99),Insurance,Open,156,3.4,2,Toronto
Treated,42,55,5-Extremely,Micro (1-4),Payroll,Open,336,3.9,1,Ottawa
Treated,46,48,4-Very,Small (5-99),Paying vendors,Open,5,3.5,1,Toronto
Treated,48,50,4-Very,Micro (1-4),Business taxes,New,359,3.5,2,Toronto
Treated,36,43,4-Very,Small (5-99),Insurance,Open,60,4.2,1,Hamilton
Treated,48,48,2-Slightly,Small (5-99),Business taxes,Open,418,3.7,2,Thunder Bay
Treated,44,52,3-Moderately,Small (5-99),Payroll,Open,53,3.3,2,Thunder Bay
Treated,55,52,5-Extremely,Small (5-99),Payroll,Open,187,3.4,2,Ottawa
Treated,47,45,5-Extremely,Micro (1-4),Paying vendors,Open,377,4,3,Toronto
Treated,38,48,2-Slightly,Small (5-99),Paying vendors,Open,128,4.4,2,Toronto
Treated,41,54,2-Slightly,Small (5-99),Insurance,Open,473,3.5,3,Toronto
Treated,48,54,2-Slightly,Small (5-99),Rent,Open,154,4.3,2,Toronto
Treated,39,45,4-Very,Small (5-99),Rent,Open,155,3.4,3,Ottawa
Treated,49,51,4-Very,Small (5-99),Paying vendors,Open,175,3.4,2,Thunder Bay
Treated,52,49,5-Extremely,Small (5-99),Paying vendors,Open,174,3.6,1,Ottawa
Treated,42,42,4-Very,Small (5-99),Payroll,Open,282,3.3,2,Toronto
Treated,55,53,5-Extremely,Small (5-99),Paying vendors,Closed,423,3.5,3,Ottawa
Treated,46,50,4-Very,Small (5-99),Insurance,Open,62,4.2,2,Toronto
Treated,52,42,5-Extremely,Small (5-99),Rent,Open,50,3.7,2,Toronto
Treated,41,45,5-Extremely,Micro (1-4),Payroll,Open,442,2.7,1,Hamilton
Treated,52,51,5-Extremely,Small (5-99),Business taxes,Open,215,4.4,3,London
Treated,58,53,4-Very,Micro (1-4),Paying vendors,Open,29,4.5,2,Ottawa
Treated,53,52,5-Extremely,Micro (1-4),Business taxes,Open,440,4.2,2,Toronto
Treated,40,51,3-Moderately,Micro (1-4),Rent,Open,390,3.3,2,Ottawa
Treated,48,52,5-Extremely,Micro (1-4),Payroll,Open,103,2.4,2,Toronto
Treated,47,55,5-Extremely,Small (5-99),Rent,Open,113,4,2,Hamilton
Treated,45,37,5-Extremely,Micro (1-4),Rent,Open,390,3,2,Toronto
Treated,44,54,5-Extremely,Small (5-99),Rent,Open,15,3.7,3,Toronto
Treated,51,53,3-Moderately,Small (5-99),Insurance,Open,64,2.9,2,Ottawa
Treated,42,47,5-Extremely,Small (5-99),Rent,Open,332,3.4,1,Toronto
Treated,53,56,5-Extremely,Small (5-99),Insurance,Open,380,3.5,2,Toronto
Treated,48,52,4-Very,Small (5-99),Payroll,Open,385,3.2,2,Ottawa
Treated,57,50,5-Extremely,Small (5-99),Business taxes,Open,14,3.1,2,Toronto
Treated,57,41,4-Very,Small (5-99),Paying vendors,Open,181,3.8,2,Hamilton
Treated,45,57,4-Very,Small (5-99),Business taxes,Open,482,3,2,Toronto
Treated,53,49,5-Extremely,Micro (1-4),Rent,Open,479,3,2,Toronto
Treated,53,44,5-Extremely,Small (5-99),Rent,Open,484,4,2,Toronto
Treated,56,53,1-Not at all,Small (5-99),Payroll,Open,196,3.8,2,Toronto
Treated,47,52,4-Very,Small (5-99),Insurance,New,384,2.9,2,Thunder Bay
Treated,49,49,5-Extremely,Small (5-99),Payroll,Open,190,3.5,1,Ottawa
Treated,57,56,5-Extremely,Small (5-99),Business taxes,Open,121,3,2,London
Treated,52,59,5-Extremely,Small (5-99),Insurance,Open,493,3.3,2,Toronto
Treated,53,52,1-Not at all,Small (5-99),Paying vendors,Open,324,2.4,2,London
Treated,33,46,2-Slightly,Small (5-99),Rent,Open,22,3.4,3,London
Treated,43,49,5-Extremely,Small (5-99),Paying vendors,Open,430,3.7,3,Toronto
Treated,44,55,5-Extremely,Small (5-99),Rent,Open,48,3.7,2,Toronto
Treated,42,43,4-Very,Micro (1-4),Payroll,Open,398,4.9,2,Ottawa
Treated,52,43,4-Very,Small (5-99),Payroll,Open,263,4.3,2,Toronto
Treated,37,51,5-Extremely,Micro (1-4),Payroll,Open,197,3.8,3,Toronto
Treated,49,46,5-Extremely,Small (5-99),Payroll,Open,420,3.1,1,Toronto
Treated,37,59,3-Moderately,Small (5-99),Paying vendors,Open,375,3.8,2,Toronto
Treated,44,55,5-Extremely,Small (5-99),Business taxes,Open,73,4.7,2,Toronto
Treated,45,56,3-Moderately,Small (5-99),Payroll,Open,465,3.2,2,Toronto
Treated,50,52,4-Very,Micro (1-4),Business taxes,Open,156,3.4,2,Ottawa
Treated,36,50,5-Extremely,Small (5-99),Rent,Open,466,3.1,2,Toronto
Treated,38,51,5-Extremely,Small (5-99),Rent,Open,190,3.8,2,Ottawa
Treated,54,52,3-Moderately,Small (5-99),Business taxes,Open,33,2.8,1,Toronto
Treated,56,46,2-Slightly,Micro (1-4),Rent,Closed,285,3.2,2,Toronto
Treated,47,43,4-Very,Small (5-99),Paying vendors,Open,61,3.1,2,Toronto
Treated,47,50,4-Very,Small (5-99),Payroll,Open,169,4.1,2,London
Treated,46,54,2-Slightly,Micro (1-4),Paying vendors,Open,170,3.8,2,Toronto
Treated,50,53,5-Extremely,Small (5-99),Payroll,New,268,4.3,2,Toronto
Treated,46,45,5-Extremely,Micro (1-4),Business taxes,Open,254,4,1,Toronto
Treated,48,40,3-Moderately,Micro (1-4),Rent,Open,321,4.2,2,Toronto
Treated,42,55,5-Extremely,Small (5-99),Insurance,Open,456,3.8,2,Ottawa
Treated,48,47,5-Extremely,Micro (1-4),Rent,Open,131,3.8,2,Ottawa
Treated,47,46,5-Extremely,Micro (1-4),Paying vendors,Open,141,3.6,2,Toronto
Treated,45,53,5-Extremely,Small (5-99),Rent,Open,367,4.9,2,Ottawa
Treated,41,50,5-Extremely,Small (5-99),Paying vendors,Open,91,3.4,2,London
Treated,47,59,5-Extremely,Micro (1-4),Rent,Open,332,3.3,2,Toronto
Treated,43,53,5-Extremely,Small (5-99),Business taxes,Open,233,4.6,2,Toronto
Treated,47,51,1-Not at all,Small (5-99),Paying vendors,Open,245,3.3,2,London
Treated,45,49,4-Very,Small (5-99),Paying vendors,Open,476,3.3,2,Toronto
Treated,42,48,3-Moderately,Micro (1-4),Rent,Open,252,2.6,1,Ottawa
Treated,40,60,5-Extremely,Small (5-99),Rent,Closed,355,3.5,2,Toronto
Treated,47,50,5-Extremely,Small (5-99),Payroll,Open,183,4,2,Ottawa
Treated,38,49,2-Slightly,Small (5-99),Paying vendors,Open,277,3,2,Toronto
Treated,53,59,2-Slightly,Micro (1-4),Insurance,Open,471,4.1,2,Hamilton
Treated,47,48,5-Extremely,Small (5-99),Insurance,Open,449,2.8,1,Toronto
Treated,48,44,5-Extremely,Small (5-99),Payroll,New,233,2.7,2,Toronto
Treated,41,46,5-Extremely,Micro (1-4),Insurance,Closed,154,3.2,1,London
Treated,61,53,4-Very,Small (5-99),Rent,Open,289,3.9,2,Toronto
Treated,48,58,2-Slightly,Small (5-99),Business taxes,Open,322,4.8,2,Hamilton
Treated,62,52,5-Extremely,Small (5-99),Paying vendors,Open,216,3.6,2,Toronto
Treated,44,51,5-Extremely,Small (5-99),Insurance,Open,438,3.5,2,Toronto
Treated,43,47,5-Extremely,Small (5-99),Rent,Open,250,4.1,2,Toronto
Treated,45,50,5-Extremely,Micro (1-4),Rent,Open,137,3.9,2,Hamilton
Treated,46,58,4-Very,Micro (1-4),Paying vendors,Open,438,3.3,2,Toronto
Treated,44,43,4-Very,Micro (1-4),Payroll,Open,79,2.9,2,London
Treated,48,50,3-Moderately,Micro (1-4),Payroll,Open,220,3.6,2,Ottawa
Treated,50,52,5-Extremely,Small (5-99),Business taxes,Open,125,3.4,2,Toronto
Treated,48,46,4-Very,Small (5-99),Business taxes,Open,465,3.7,2,Toronto
Treated,52,51,4-Very,Small (5-99),Rent,Open,405,4.4,2,Ottawa
Treated,52,51,3-Moderately,Micro (1-4),Insurance,Open,230,3.1,2,Toronto
Treated,43,53,5-Extremely,Small (5-99),Business taxes,Open,481,3.4,2,Toronto
Treated,46,51,2-Slightly,Small (5-99),Paying vendors,Open,215,3.3,1,Ottawa
Treated,57,45,5-Extremely,Small (5-99),Business taxes,Open,194,4.1,2,Toronto
Treated,49,46,5-Extremely,Small (5-99),Rent,Open,445,4.8,2,Ottawa
Treated,43,49,4-Very,Micro (1-4),Paying vendors,Open,133,2.8,2,Toronto
Treated,35,45,5-Extremely,Small (5-99),Paying vendors,Open,20,3.5,2,Hamilton
Treated,57,50,3-Moderately,Small (5-99),Paying vendors,Open,193,3.9,2,Toronto
Treated,44,59,4-Very,Small (5-99),Paying vendors,Open,240,4,2,Hamilton
Treated,41,39,4-Very,Small (5-99),Business taxes,Open,112,3.8,2,Toronto
Treated,44,54,1-Not at all,Small (5-99),Payroll,Open,320,2.7,3,Toronto
Treated,46,53,5-Extremely,Small (5-99),Rent,Open,76,3.6,3,Toronto
Treated,45,57,4-Very,Small (5-99),Paying vendors,Open,204,3.8,2,Toronto
Treated,47,61,5-Extremely,Small (5-99),Business taxes,Open,198,3.4,1,London
Treated,54,41,3-Moderately,Small (5-99),Insurance,Open,41,3.7,1,Hamilton
Treated,54,43,2-Slightly,Micro (1-4),Rent,Open,363,4.4,2,Toronto
Treated,59,46,5-Extremely,Small (5-99),Payroll,Open,131,3.9,2,Toronto
Treated,50,57,3-Moderately,Small (5-99),Business taxes,Open,206,3.2,2,Toronto
Treated,39,56,1-Not at all,Small (5-99),Rent,Open,205,2.8,2,London
Treated,40,47,4-Very,Small (5-99),Rent,Open,450,3.8,1,Toronto
Treated,61,50,1-Not at all,Small (5-99),Business taxes,Open,388,3.7,3,Hamilton
Treated,44,55,5-Extremely,Micro (1-4),Rent,Open,409,3.2,2,Toronto
Treated,52,46,4-Very,Micro (1-4),Paying vendors,Open,478,4.4,2,Ottawa
Treated,48,58,2-Slightly,Small (5-99),Rent,Open,226,3.7,2,Toronto
Treated,50,55,4-Very,Small (5-99),Insurance,Open,453,4,2,Toronto
Treated,49,48,2-Slightly,Small (5-99),Payroll,Open,19,3,2,Toronto
Treated,56,48,5-Extremely,Small (5-99),Business taxes,Open,368,3.1,2,Hamilton
Treated,51,51,5-Extremely,Micro (1-4),Insurance,Open,397,3.4,2,Toronto
Treated,46,54,5-Extremely,Micro (1-4),Paying vendors,Open,233,4.6,3,Toronto
Treated,53,47,2-Slightly,Micro (1-4),Insurance,Open,198,3.1,3,Thunder Bay
Treated,46,50,3-Moderately,Small (5-99),Rent,Open,391,3.6,2,Toronto
Treated,45,52,5-Extremely,Micro (1-4),Insurance,Open,72,3,2,Hamilton
Treated,47,56,4-Very,Small (5-99),Payroll,Open,163,3.4,3,Ottawa
Treated,46,47,5-Extremely,Small (5-99),Insurance,Open,483,3.8,3,Ottawa
Treated,47,54,4-Very,Micro (1-4),Payroll,Open,213,3.6,2,Toronto
Treated,38,46,4-Very,Small (5-99),Paying vendors,Open,25,3.2,0,Toronto
Treated,43,48,5-Extremely,Small (5-99),Insurance,Open,409,4.1,2,Toronto
Treated,47,42,4-Very,Small (5-99),Payroll,Open,386,3.8,2,Ottawa
Treated,54,55,2-Slightly,Small (5-99),Insurance,Open,146,3.9,2,Thunder Bay
Treated,42,49,3-Moderately,Micro (1-4),Insurance,Open,89,3.9,1,Toronto
Treated,57,58,4-Very,Small (5-99),Paying vendors,Open,258,3.6,2,Toronto
Treated,46,47,5-Extremely,Small (5-99),Paying vendors,Open,328,3.4,2,Toronto
Treated,41,57,5-Extremely,Small (5-99),Business taxes,Open,334,3.3,2,Toronto
Treated,60,46,1-Not at all,Small (5-99),Rent,Open,425,3.9,3,Toronto
Treated,43,37,5-Extremely,Small (5-99),Paying vendors,Closed,144,3.3,3,Hamilton
Treated,45,50,5-Extremely,Small (5-99),Payroll,Open,407,3.5,2,Toronto
Treated,45,55,5-Extremely,Small (5-99),Business taxes,Closed,474,3.4,1,Toronto
Treated,54,48,4-Very,Small (5-99),Business taxes,Closed,37,4.1,2,Toronto
Treated,54,43,5-Extremely,Micro (1-4),Payroll,Open,123,2.9,2,London
Treated,45,53,5-Extremely,Small (5-99),Payroll,Open,370,4.4,2,Hamilton
Treated,52,46,5-Extremely,Medium (100-499),Business taxes,Open,305,3.5,2,Toronto
Treated,45,55,5-Extremely,Small (5-99),Rent,Open,499,3.1,2,Toronto
Treated,51,57,4-Very,Small (5-99),Rent,Open,355,3.5,2,Toronto
Treated,61,44,5-Extremely,Small (5-99),Business taxes,Open,132,3.3,2,Ottawa
Treated,52,44,5-Extremely,Micro (1-4),Business taxes,Open,482,3.5,2,Thunder Bay
Treated,47,47,3-Moderately,Small (5-99),Rent,Open,376,3.9,2,Toronto
Treated,39,47,2-Slightly,Small (5-99),Paying vendors,Open,308,3.7,2,Hamilton
Treated,40,49,5-Extremely,Small (5-99),Insurance,Open,335,3.9,2,Ottawa
Treated,53,55,5-Extremely,Small (5-99),Payroll,Open,456,3.9,3,Toronto
Treated,56,57,3-Moderately,Micro (1-4),Payroll,Open,268,3.2,2,Hamilton
Treated,47,45,5-Extremely,Small (5-99),Payroll,Open,110,3.6,2,Toronto
Treated,50,53,4-Very,Small (5-99),Business taxes,Open,272,2.9,2,Toronto
Treated,53,55,5-Extremely,Small (5-99),Payroll,Open,343,3.4,2,Toronto
Treated,59,44,2-Slightly,Small (5-99),Paying vendors,Open,142,3.5,3,Toronto
Treated,48,43,3-Moderately,Micro (1-4),Insurance,Open,179,3.3,3,Hamilton
Treated,41,56,5-Extremely,Micro (1-4),Business taxes,Open,434,2.6,2,Ottawa
Treated,44,51,5-Extremely,Small (5-99),Business taxes,Open,289,3.6,2,Ottawa
Treated,57,49,5-Extremely,Micro (1-4),Paying vendors,Open,88,3.2,1,Toronto
Treated,45,52,1-Not at all,Micro (1-4),Payroll,Open,456,4,3,Toronto
Treated,63,47,4-Very,Micro (1-4),Payroll,Open,265,4.3,3,Toronto
Treated,46,53,3-Moderately,Small (5-99),Insurance,Open,466,3.2,3,Ottawa
Treated,43,45,5-Extremely,Micro (1-4),Rent,Open,7,4,1,Ottawa
Treated,41,49,1-Not at all,Small (5-99),Rent,Open,282,2.7,2,Thunder Bay
Treated,40,54,5-Extremely,Micro (1-4),Rent,Open,401,3.9,2,Toronto
Treated,51,59,2-Slightly,Small (5-99),Payroll,Open,4,3.3,3,Ottawa
Treated,47,49,4-Very,Small (5-99),Paying vendors,Open,334,2.5,3,Hamilton
Treated,48,56,5-Extremely,Small (5-99),Rent,Open,98,3.6,2,Toronto
Treated,50,51,5-Extremely,Small (5-99),Payroll,Open,77,4.2,2,Ottawa
Treated,46,53,4-Very,Small (5-99),Rent,Open,10,4.4,1,Ottawa
Treated,49,46,3-Moderately,Small (5-99),Insurance,Open,130,3.6,1,Ottawa
Treated,46,52,5-Extremely,Small (5-99),Rent,Open,382,4.3,2,Ottawa
Treated,58,49,3-Moderately,Small (5-99),Rent,Open,333,2.6,1,Toronto
Treated,44,47,5-Extremely,Small (5-99),Paying vendors,Open,461,3,2,Hamilton
Treated,48,48,2-Slightly,Small (5-99),Insurance,Open,45,3.7,1,Toronto
Treated,55,42,5-Extremely,Small (5-99),Rent,Open,61,4.4,2,Toronto
Treated,49,63,3-Moderately,Small (5-99),Rent,Open,2,3.5,1,Toronto
Treated,53,46,3-Moderately,Small (5-99),Paying vendors,Open,354,4.3,2,Toronto
Treated,46,53,3-Moderately,Small (5-99),Paying vendors,Open,1,3.9,1,London
Treated,49,47,5-Extremely,Micro (1-4),Paying vendors,New,27,3.9,2,Toronto
Treated,49,49,3-Moderately,Micro (1-4),Payroll,Open,234,3.5,2,Toronto
Treated,52,53,3-Moderately,Small (5-99),Paying vendors,Open,326,4.1,2,London
Treated,50,50,5-Extremely,Small (5-99),Business taxes,Open,187,3.4,2,Toronto
Treated,53,48,5-Extremely,Small (5-99),Paying vendors,Open,288,3.3,2,Toronto
Treated,51,48,2-Slightly,Micro (1-4),Insurance,Open,229,2.6,2,Toronto
Treated,57,57,3-Moderately,Small (5-99),Business taxes,Open,249,3.3,1,Ottawa
Treated,48,42,3-Moderately,Small (5-99),Insurance,Open,256,3.8,2,Toronto
Treated,43,42,5-Extremely,Micro (1-4),Insurance,Open,457,3.4,2,London
Treated,51,50,4-Very,Small (5-99),Business taxes,Open,231,2.9,3,Toronto
Treated,53,52,3-Moderately,Micro (1-4),Paying vendors,Open,287,3.8,2,Hamilton
Treated,47,59,3-Moderately,Small (5-99),Insurance,Open,376,2.9,2,Toronto
Treated,50,43,4-Very,Small (5-99),Insurance,Open,460,3.9,2,Hamilton
Treated,47,44,2-Slightly,Small (5-99),Business taxes,Open,401,3.3,3,Toronto
Treated,45,50,5-Extremely,Small (5-99),Insurance,Open,4,4.4,2,Toronto
Treated,44,52,3-Moderately,Small (5-99),Rent,Open,389,3.4,2,Toronto
Treated,51,46,5-Extremely,Small (5-99),Paying vendors,Open,21,3.2,2,Toronto
Treated,41,47,4-Very,Small (5-99),Insurance,Open,198,3.3,2,Toronto
Treated,53,55,3-Moderately,Small (5-99),Business taxes,Open,207,3.8,2,Toronto
Treated,41,52,4-Very,Micro (1-4),Insurance,Open,478,3.1,2,Toronto
Treated,55,40,4-Very,Small (5-99),Rent,Open,280,4.1,3,Toronto
Treated,48,49,5-Extremely,Small (5-99),Insurance,Open,41,3.3,1,Toronto
Treated,57,42,3-Moderately,Small (5-99),Business taxes,Open,305,3.4,2,Toronto
Treated,51,52,3-Moderately,Small (5-99),Rent,Open,119,4,2,Toronto
Treated,51,57,3-Moderately,Micro (1-4),Rent,Open,2,3.6,3,Thunder Bay
Treated,55,56,5-Extremely,Small (5-99),Insurance,Open,424,3.3,2,Toronto
Treated,57,43,5-Extremely,Small (5-99),Business taxes,Open,246,3.8,2,Toronto
Treated,45,43,1-Not at all,Small (5-99),Paying vendors,Open,341,3.7,2,Hamilton
Treated,58,48,4-Very,Small (5-99),Payroll,Open,316,3.2,2,Toronto
Treated,47,53,3-Moderately,Small (5-99),Rent,Open,281,1.7,2,Thunder Bay
Treated,40,62,3-Moderately,Small (5-99),Business taxes,Open,63,4.1,2,Toronto
Treated,43,60,4-Very,Small (5-99),Payroll,Open,451,4,1,Thunder Bay
Treated,38,51,4-Very,Micro (1-4),Payroll,Open,40,3,2,Toronto
Treated,47,44,4-Very,Small (5-99),Rent,Open,56,4.4,2,Thunder Bay
Treated,60,42,5-Extremely,Micro (1-4),Business taxes,Open,277,3.7,2,Toronto
Treated,52,49,5-Extremely,Micro (1-4),Payroll,Open,344,3.8,2,Ottawa
Treated,48,47,5-Extremely,Small (5-99),Insurance,Open,476,3.6,2,Hamilton
Treated,59,48,5-Extremely,Small (5-99),Payroll,Open,79,3.7,2,Toronto
Treated,45,54,5-Extremely,Micro (1-4),Paying vendors,Open,205,3.9,1,Ottawa
Treated,61,51,3-Moderately,Small (5-99),Rent,Closed,360,3.4,2,Ottawa
Treated,46,48,5-Extremely,Small (5-99),Insurance,Open,189,3.9,1,Toronto
Treated,44,43,5-Extremely,Small (5-99),Payroll,Open,376,3.4,2,Toronto
Treated,55,49,5-Extremely,Micro (1-4),Business taxes,Open,208,3.1,2,Ottawa
Treated,46,42,5-Extremely,Small (5-99),Insurance,Open,226,2.6,3,Ottawa
Treated,51,50,5-Extremely,Micro (1-4),Payroll,Open,368,3.9,3,Toronto
Treated,63,50,3-Moderately,Small (5-99),Rent,Open,21,2.8,2,Ottawa
Treated,47,49,3-Moderately,Small (5-99),Insurance,Open,441,3.7,2,Ottawa
Treated,45,57,5-Extremely,Small (5-99),Insurance,Open,357,2.5,2,Ottawa
Treated,47,48,5-Extremely,Small (5-99),Business taxes,Open,87,3.3,2,Toronto
Treated,44,50,5-Extremely,Small (5-99),Rent,Open,356,4.4,2,Ottawa
Treated,49,50,5-Extremely,Medium (100-499),Business taxes,Open,10,4,3,Ottawa
Treated,49,46,4-Very,Small (5-99),Payroll,Open,497,3.9,2,Toronto
Treated,62,54,4-Very,Small (5-99),Paying vendors,Open,34,3.2,2,Ottawa
Treated,64,41,4-Very,Small (5-99),Insurance,Open,254,3.4,2,Toronto
Treated,45,51,5-Extremely,Small (5-99),Payroll,Open,108,3.3,2,Toronto
Treated,54,58,2-Slightly,Small (5-99),Insurance,Open,182,4.1,3,Ottawa
Treated,46,41,5-Extremely,Small (5-99),Rent,Open,273,3.4,2,Ottawa
Treated,44,48,5-Extremely,Small (5-99),Paying vendors,Open,26,4,2,Toronto
Treated,55,34,5-Extremely,Micro (1-4),Rent,Open,34,4.2,3,Toronto
Treated,46,48,4-Very,Small (5-99),Rent,Open,329,2.2,2,Ottawa
Treated,41,56,4-Very,Small (5-99),Paying vendors,Open,173,4.3,2,Hamilton
Treated,47,44,4-Very,Small (5-99),Business taxes,Open,321,3.6,2,Hamilton
Treated,44,55,5-Extremely,Small (5-99),Paying vendors,Closed,236,3.6,2,Toronto
Treated,49,50,5-Extremely,Small (5-99),Business taxes,Open,380,3.8,2,Ottawa
Treated,46,53,5-Extremely,Small (5-99),Rent,Open,203,4,2,Ottawa
Treated,50,49,3-Moderately,Micro (1-4),Rent,Open,375,3.8,2,Toronto
Treated,59,53,3-Moderately,Small (5-99),Paying vendors,Open,492,3.4,2,Thunder Bay
Treated,54,50,2-Slightly,Small (5-99),Insurance,Open,95,3.2,2,Toronto
Treated,40,46,5-Extremely,Micro (1-4),Business taxes,Open,182,2.6,1,Toronto
Treated,57,53,3-Moderately,Small (5-99),Paying vendors,Open,33,3.5,2,Ottawa
Treated,47,44,2-Slightly,Small (5-99),Payroll,Open,478,4,3,Toronto
Treated,45,43,5-Extremely,Small (5-99),Payroll,Open,411,2.8,3,Toronto
Treated,64,37,3-Moderately,Micro (1-4),Rent,Open,6,3.4,2,Toronto
Treated,51,55,5-Extremely,Small (5-99),Payroll,Open,11,3.4,2,Thunder Bay
Treated,46,36,5-Extremely,Small (5-99),Rent,Open,392,3.9,2,Toronto
Treated,39,55,3-Moderately,Small (5-99),Insurance,Open,106,4,1,Toronto
Treated,60,56,5-Extremely,Small (5-99),Paying vendors,Open,333,3.4,1,London
Treated,53,51,3-Moderately,Micro (1-4),Insurance,Open,194,3.6,3,Toronto
Treated,25,40,5-Extremely,Micro (1-4),Rent,Open,408,3.6,3,Toronto
Treated,47,55,4-Very,Small (5-99),Paying vendors,Open,463,3.4,3,London
Treated,30,46,5-Extremely,Small (5-99),Rent,Open,341,2.9,2,Toronto
Treated,34,48,4-Very,Small (5-99),Paying vendors,Open,435,2.9,3,Hamilton
Treated,38,42,5-Extremely,Medium (100-499),Payroll,Open,8,4.1,2,London
Treated,49,53,4-Very,Small (5-99),Rent,Open,30,3.8,2,Ottawa
